S.No,Course ID,Discipline,Course Name,SME Name,Institute,Duration,Start date,End date,Exam date,Industry support,Link,Prerequiste,About
160,noc24-cs43,Computer Science and Engineering,Programming In Java,Prof. Debasis Samanta,IITKGP,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024",All IT companies.,https://onlinecourses.nptel.ac.in/noc22_cs47/preview," This course requires that the students are familiar with programming language such as C/C++ and data structures, algorithms.","ABOUT THE COURSE : With the growth of Information and Communication Technology, there is a need to develop large and complex software. Further, those software should be platform independent, Internet enabled, easy to modify, secure, and robust. To meet this requirement object-oriented paradigm has been developed and based on this paradigm the Java programming language emerges as the best programming environment. Now, Java programming language is being used for mobile programming, Internet programming, and many other applications compatible to distributed systems. This course aims to cover the essential topics of Java programming so that the participants can improve their skills to cope with the current demand of IT industries and solve many problems in their own filed of studies."
161,noc24-cs44,Computer Science and Engineering,Programming in Modern C++,Prof. Partha Pratim Das,IITKGP,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024",Content not found,https://onlinecourses.nptel.ac.in/noc22_cs43/preview,"Programming & Data Structure (mandatory), Programming in C (optional). Design and Analysis of Algorithms (optional).","There has been a continual debate on which programming language/s to learn, to use. As the latest TIOBE Programming Community Index for August 2021 indicates  C (13%), Python (12%), C++ (7%), Java (10%), and C#(5%) together control nearly half the programming activities worldwide. Further, C Programming Language Family (C, C++, C#, Objective C etc.) dominate more than 25% of activities. Hence, learning C++ is important as one learns about the entire family, about Object-Oriented Programming and gets a solid foundation to also migrate to Java and Python as needed. C++ is the mother of most general purpose of languages. It is multi-paradigm encompassing procedural, object-oriented, generic, and even functional programming. C++ has primarily been the systems language till C++03 which punches efficiency of the code with the efficacy of OOP. Then, why should I learn it if my primary focus is on applications? This is where the recent updates of C++, namely, C++11 and several later offer excellent depths and flexibility for C++ that no language can match. These extensions attempt to alleviate some of the long-standing shortcomings for C++ including porous resource management, error-prone pointer handling, expression semantics, and better readability. The present course builds up on the knowledge of C programming and basic data structure (array, list, stack, queue etc.) to create a strong familiarity with C++98 / C++03. Besides the constructs, syntax and semantics of C++ (over C), we also focus on various idioms of C++ and attempt to go to depth with every C++ feature justifying and illustrating them with several examples and assignment problems. On the way, we illustrate various OOP concepts. The course also covers important advances in C++11 and later released features."
162,noc24-cs45,Computer Science and Engineering,"Programming, Data Structures And Algorithms Using Python",Prof. Madhavan Mukund,CMI,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 24, 2024",This course should be of value to any company requiring programming skills.ABOUT CMIÂ Click here,https://onlinecourses.nptel.ac.in/noc22_cs26/preview, School level mathematics.,"ABOUT THE COURSE : This course is an introduction to programming and problem solving in Python.  It does not assume any prior knowledge of programming.  Using some motivating examples, the course quickly builds up basic concepts such as conditionals, loops, functions, lists, strings and tuples.  It goes on to cover searching and sorting algorithms, dynamic programming and backtracking, as well as topics such as exception handling and using files.  As far as data structures are concerned, the course covers Python dictionaries as well as classes and objects for defining user defined datatypes such as linked lists and binary search trees."
163,noc24-cs46,Computer Science and Engineering,Selected Topics in Algorithms,Prof. Palash Dey,IITKGP,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024","All software companies especially google,microsoft,etc.",https://onlinecourses.nptel.ac.in/noc24_cs46/preview, Knowledge of basic algorithms,"Every application area of computer science and engineering demands efficient design of algorithms. Indeed an efficient algorithm for a problem may take much less time even on a old computer than an inefficient algorithm for the same problem running on the fastest computer on the earth. In basic data structure and algorithm course, we learn elementary techniques like greedy algorithms, divide and conquer, dynamic programming, etc. In this course, we will learn more advanced algorithm design techniques."
164,noc24-cs47,Computer Science and Engineering,Software Testing,Prof. Rajib Mall,IITKGP,4 Weeks,"Jan 22, 2024","Feb 16, 2024","Mar 23, 2024",All software development/testing companies,https://onlinecourses.nptel.ac.in/noc23_cs38/preview, Basic Knowledge of Programming,"ABOUT THE COURSE : Over the years program several testing techniques have developed and tools have become available. Also, testing has been acknowledged as the primary technique for ensuring software reliability. The course would provide a brief introduction to test process and techniques available for black box and white box test case design. Integration, system and regression testing would also be discussed. A few of the test tools would be discussed and the participants would be encouraged to use."
165,noc24-cs48,Computer Science and Engineering,Systems and Usable Security,Prof. Neminath Hubballi,IIT Indore,4 Weeks,"Jan 22, 2024","Feb 16, 2024","Mar 23, 2024",Cyber Security is an important aspect for every organization currently. Having knowledge about the threats and possible countermeasures will immensely benefit any organization in todays world.INTENDED AUDIENCE Final year undergraduate students of Computer Science and Engineering discipline.,https://onlinecourses.nptel.ac.in/noc22_cs36/preview,":Computer Networks, Operating Systems, Discrete Mathematics","ABOUT THE COURSE : This course will give an understanding of the principles of systems security from application viewpoint. Student will obtain hands-on experience on security threats and counter-measures.  Goal is to study various types of threats, operating systems security, advanced topics on network security, web security and usable security. After the completion of the course, the student will have  understanding of practical aspects of security and will be able to analyze and design the secure systems. PRE-REQUISITE :Computer Networks, Operating Systems, Discrete Mathematics INDUSTRY SUPPORT :Cyber Security is an important aspect for every organization currently. Having knowledge about the threats and possible countermeasures will immensely benefit any organization in todays world."
166,noc24-cs50,Computer Science and Engineering,User-centric Computing For Human-Computer Interaction,Prof. Samit Bhattacharya,IITG,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024",Industry/companies that deal with consumer electronics and user-interface design and development,https://onlinecourses.nptel.ac.in/noc20_cs45/preview,Basic subjects of Computer Science and Engineering/IT,"ABOUT THE COURSE : Human-computer interaction is an emerging field of study at present, due to the proliferation of large number of consumer electronic products. The key issue in this field is to make the products usable to lay-persons. In order to do that, we need to take care of the (creative) design aspects (the look-and-feel of the interface) and also the system design aspect (both software and hardware). The field is interdisciplinary with inputs required from various other fields. However, the computer science and engineering plays the central role in the design of such systems (as per SIGCHI of ACM). In this course, we will introduce the engineering and computational issues in the design of human-computer interfaces for laypersons. The topics covered in the course includes the engineering life cycles for design of interactive systems, computational design framework (as part of the life cycle), components of the framework including the computational models of users and systems, and evaluation of such systems (with or without users)."
167,noc24-cs51,Computer Science and Engineering,Introduction to Machine Learning,Prof. Balaraman Ravindran,IITM,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 21, 2024",Any company in the data analytics/data science/big data domain would value this course.,https://onlinecourses.nptel.ac.in/noc23_cs18/preview,We will assume that the students know programming for some of the assignments.If the students have done introductory courses on probability theory and linear algebra it would be helpful. We will review some of the basic topics in the first two weeks as well.,ABOUT THE COURSE : With the increased availability of data from varied sources there has been increasing attention paid to the various data driven disciplines such as analytics and machine learning. In this course we intend to introduce some of the basic concepts of machine learning from a mathematically well motivated perspective. We will cover the different learning paradigms and some of the more popular algorithms and architectures used in each of these paradigms.
168,noc24-cs52,Computer Science and Engineering,Reinforcement Learning,Prof. Balaraman Ravindran,IITM,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 21, 2024",Data analytics/data science/robotics,https://onlinecourses.nptel.ac.in/noc19_cs55/preview,,"ABOUT THE COURSE : Reinforcement learning is a paradigm that aims to model the trial-and-error learning process that is needed in many problem situations where explicit instructive signals are not available. It has roots in operations research, behavioral psychology and AI. The goal of the course is to introduce the basic mathematical foundations of reinforcement learning, as well as highlight some of the recent directions of research."
169,noc24-cs53,Computer Science and Engineering,Data Science for Engineers,Prof. Ragunathan Rengasamy Prof. Shankar Narasimhan,IITM,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 24, 2024","HONEYWELL, ABB, FORD, GYAN DATA PVT. LTD.",https://onlinecourses.nptel.ac.in/noc20_cs72/preview,"10 hrs of pre-course material will be provided, learners need to practise this to be ready to take the course. ",ABOUT THE COURSE : Learning Objectives : Introduce R as a programming language Introduce the mathematical foundations required for data science Introduce the first level data science algorithms Introduce a data analytics problem solving framework Introduce a practical capstone case study Learning Outcomes: Describe a flow process for data science problems (Remembering) Classify data science problems into standard typology (Comprehension) Develop R codes for data science solutions (Application) Correlate results to the solution approach followed (Analysis) Assess the solution approach (Evaluation) Construct use cases to validate approach and identify modifications required (Creating)
170,noc24-cs54,Computer Science and Engineering,Python for Data Science,Prof. Ragunathan Rengasamy,IITM,4 Weeks,"Jan 22, 2024","Feb 16, 2024","Mar 24, 2024",Content not found,https://onlinecourses.nptel.ac.in/noc21_cs78/preview,Knowledge of basic data science algorithms,ABOUT THE COURSE : The course aims at equipping participants to be able to use python programming for solving data science problems.
171,noc24-cs56,Computer Science and Engineering,Social Networks,Prof. Sudarshan Iyengar Prof. Yayati Gupta,IIT Ropar,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024",Content not found,https://onlinecourses.nptel.ac.in/noc22_cs30/preview,,ABOUT THE COURSE : Databases are the backbone of almost all the digital services and e-governance solutions. Modern businesses and financial systems heavily depend on databases systems and transaction processing for their successful operation. This course introduces the students to the various theoretical and practical principles involved in the design and use of  databases systems with the help of  database management systems (DBMS) and the SQL Standard
172,noc24-cs57,Computer Science and Engineering,The Joy of Computing using Python,Prof. Sudarshan Iyengar,IIT Ropar,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 21, 2024","Every software company is aware of the potential of a first course in computer science. Especially of a first course in computing,Â done right.",https://onlinecourses.nptel.ac.in/noc21_cs32/preview,10th standard/high school,"ABOUT THE COURSE : The world has become highly interconnected and hence more complex than ever before. We are surrounded by a multitude of networks in our daily life, for example, friendship networks, online social networks, world wide web, road networks etc. All these networks are today available online in the form of graphs which hold a whole lot of hidden information. They encompass surprising secrets which have been time and again revealed with the help of tools like graph theory, sociology, game theory etc. The study of these graphs and revelation of their properties with these tools have been termed as Social Network Analysis."
173,noc24-cs59,Computer Science and Engineering,Deep Learning - IIT Ropar,Prof. Sudarshan Iyengar Prof. Padmavati,IIT Ropar,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024",Content not found,https://onlinecourses.nptel.ac.in/noc21_cs76/preview," Working knowledge of Linear Algebra, Probability Theory. It would be beneficial if the participants have done a course on Machine Learning.","ABOUT THE COURSE : A fun filled whirlwind tour of 30 hrs, covering everything you need to know to fall in love with the most sought after skill of the 21st century. The course brings programming to your desk with anecdotes, analogies and illustrious examples. Turning abstractions to insights and engineering to art, the course focuses primarily to inspire the learner's mind to think logically and arrive at a solution programmatically. As part of the course, you will be learning how to practice and culture the art of programming with Python as a language. At the end of the course, we introduce some of the current advances in computing to motivate the enthusiastic learner to pursue further directions."
174,noc24-cs60,Computer Science and Engineering,"Machine Learning, ML",Prof. Carl Gustaf Jansson,"KTH Royal Institute of Technology, Sweden",8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 24, 2024","Broad industrial interest at present, i.e. for autonomous vehicles, robots, intelligent assistants and general datamining",https://onlinecourses.nptel.ac.in/noc20_cs49/preview,"Relevant applied math and statistics, core computer sciencel",ABOUT THE COURSE : The course will be an introduction to Discrete Mathematics which comprises of the essentials for a computer science student to go ahead and study any other topics in  the subject. The emphasis will be on problem solving as well as proofs. We will be providing motivational illustrations and applications through out the course. The course doesn't assume any pre-requisites except for high school level arithmetic and algebra.
175,noc24-cs62,Computer Science and Engineering,Probability for Computer Science,Prof. Nitin Saxena,IITK,8 Weeks,"Feb 19, 2024","Apr 12, 2024","Apr 20, 2024","Machine Learning, Data Streaming, Discrete Optimization, Cryptography, Coding theory, Computer Algebra, Cyber",https://onlinecourses.nptel.ac.in/noc21_cs104/preview,,"ABOUT THE COURSE : Deep Learning has received a lot of attention over the past few years and has been employed successfully by companies like Google, Microsoft, IBM, Facebook, Twitter etc. to solve a wide range of problems in Computer Vision and Natural Language Processing. In this course we will learn about the building blocks used in these Deep Learning based solutions. Specifically, we will learn about feedforward neural networks, convolutional neural networks, recurrent neural networks and attention mechanisms. We will also look at various optimization algorithms such as Gradient Descent, Nesterov Accelerated Gradient Descent, Adam, AdaGrad and RMSProp which are used for training such deep neural networks. At the end of this course students would have knowledge of deep architectures used for solving various Vision and NLP tasks"
176,noc24-cs63,Computer Science and Engineering,Parallel Computer Architecture,Prof. Hemangee K. Kapoor,IITG,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 21, 2024","Intel, Micron, AMD, IBM, NVIDIA, HP, Samsung, etc.",https://onlinecourses.nptel.ac.in/noc24_cs63/preview," Final year undergraduate as well as post-graduate students in the disciplines of CSE, IT, CS, ECE, EEE, etc. Can benefit from this course. A basic knowledge in Computer Organisation is sufficient to take this subject.","With the emergence of application domains requiring large data processing as well as faster compute performance, parallel computing has become a critical component. This involves the use of multi-core processors as well as tightly integrated clusters of PCs and workstations. The most exciting development is the convergence of traditionally disparate approaches of shared memory, message passing, and data driven computing onto the same platform. As the parallel applications communicate with each other using shared data; it is important to correctly manage the shared data within the memory hierarchy to avoid inconsistency. Here, we need to understand the mechanisms used for data access, communication and coordination of work and its correct implementation. T his course will introduce the field of parallel architectures and discuss in-depth shared memory management for parallel architectures. We will also learn about the interconnection topologies and routing methods which are important for connection and communication of the multiple cores executing the parallel applications. The course will conclude with an overview of various parallel architectures and on-going research directions."
177,noc24-cs64,Computer Science and Engineering,Games and Information,Prof. Ankur A. Kulkarni,IITB,12 weeks,"Jan 22, 2024","Apr 12, 2024","Apr 21, 2024","Stock and commodity exchanges, platforms like Ola, Uber, Amazon.",https://onlinecourses.nptel.ac.in/noc24_cs64/preview, Graduate students in engineering and economics.,"This is an advanced course in game theory, with a particular emphasis on the role of information. We begin with static games and cover the basic notations there. About 65% of the course concerns dynamic games where we introduce information structures, role of information structure on equilibria, Bayesian games and information asymmetry. We then cover the basic concepts of mechanism design. We do a quick overview of signaling and screening, and introduce information design. As a final topic we do a study of pre-play communication  achievable payoffs and correlated equilibria. We finally end with a few applications of game theory in finance."
178,noc24-cs65,Computer Science and Engineering,Business Intelligence & Analytics,Prof. Saji K Mathew,IITM,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024","Analytics and data science industry, IT services industry, Manufacturing and services operations and marketing",https://onlinecourses.nptel.ac.in/noc24_cs65/preview,A core course on Business statistics desirable,"This course equips students with necessary knowledge and skills on the thought process, modelling approaches and tools required to use data from the enterprise databases and other sources for business decisions. In turn, the course prepares participants for a career in data science, business analytics and market research. This course will introduce the context of data mining, and cover important modelling techniques such as regression, decision trees, clustering, ANN and text mining.
"
179,noc24-cs66,Computer Science and Engineering,Edge Computing,Prof. Rajiv Misra,IITP,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024",IT industries,https://onlinecourses.nptel.ac.in/noc24_cs66/preview, Networking,"This course we will cover fundamentals of Edge computing and its applications in low latency and critical real-time computing scenarios. The course brings in theory of Edge computing, focusing on it as a complementary approach that addresses some of the limitations of cloud computing. The course will cover applications where edge computing is a necessity, such as real-time applications that require low latency and high bandwidth. For example, autonomous vehicles require real-time processing of data from sensors, which cannot be done in a centralized data center due to latency issues. This course covers various innovations of waves from cloud computing to edge computing. This course provides an in-depth understanding of edge computing principles with different use case of edge computing. In this course we will explore different frameworks for computing over edge devices and cloud. We will cover different techniques for distributed data analytics over edge devices like edge data center. Different edge computing fundamentals will be covered, such as RTT, Docker containers, Kubernetes, MQTT, Kafka, time and clock synchronization and key-value stores at edge. We will also cover various cloud platforms that provide edge services. This course also covers recent advances of machine learning, deep learning and artificial intelligence with appropriate use cases in edge computing such as predictive maintenance, self-driving cars and deep reinforcement learning for edge applications."
180,noc24-ce01,Civil Engineering,Advanced Foundation Engineering,Prof. Kousik Deb,IITKGP,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",Content not found,https://archive.nptel.ac.in/noc/courses/noc21/SEM1/noc21-ce33/,Nil,"The course will focus on the design of shallow foundation on sloping ground, layered soil and under inclined & eccentric loading conditions. Piles under uplift and lateral loading conditions will also be discussed. In the undergraduate core course on Foundation Engineering, these topics are either not covered or discussed in simplified form. In the proposed course, these advanced topics will be discussed in detail. This course is useful for both UG and PG student. The course is also suitable for students who are preparing for competitive examination. Field Engineers can be benefited from this course as the design of foundations under critical conditions (those are not generally covered in UG core foundation engineering course) will be discussed here."
181,noc24-ce02,Civil Engineering,Advanced Soil Mechanics,Prof. Sreedeep S,IITG,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024",Content not found,https://nptel.ac.in/courses/105103207,Nil,"This course intends to bridge the basic soil mechanics concepts with the advanced topics related to stresses and soil strength. In the process, it will help to reinforce the understanding gained during the undergraduate learning and would help to alleviate any misconceptions related to the stress-strain response and strength behaviour of soils. Not all the concepts explained in this course are advanced, but attempts to add clarity to the knowledge gained at undergraduate level. This course is ideal for the orientation of geotechnical engineering post-graduate students and final year undergraduate students to the higher realms of geomechanical characteristics of soils."
182,noc24-ce03,Civil Engineering,Air pollution and Control,Prof. Bhola Ram Gurjar,IITR,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024",Content not found,https://archive.nptel.ac.in/noc/courses/noc22/SEM1/noc22-ce22/,Nil,"The objective of the course is to impart the knowledge and understanding of causes and effects of air pollution and their controlling mechanisms. The course will provide a deeper understanding of air pollutants, pollution inventory and modelling. The course also imparts knowledge on the impacts of air pollution on different aspects such as policy, human health and various contemporary technological innovation for betterment of air quality."
183,noc24-ce04,Civil Engineering,Applied Environmental Microbiology,Prof. Gargi Singh,IITR,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",Content not found,https://archive.nptel.ac.in/noc/courses/noc21/SEM1/noc21-ce07/,Nil,"This course prepares the student to address pressing environmental challenges by developing a fundamental understanding of the microbial communities and processes in natural and built environments. It lays and builds upon the foundation of basic microbiology, microbial energetics, and diversity, to applying tools provided by microbiology ranging from traditional to state of art for addressing relevant environmental concerns. It provides an indepth exploration of the diverse role microbes and microbial communities and includes topics such as: cell structure and elements, microbial energetics and diversity, ecology and population dynamics, environmental microbial processes including biogeochemical cycling, and microbes involved in biodeterioration and bioremediation."
184,noc24-ce05,Civil Engineering,Applied Seismology for Engineers,Prof. Abhishek Kumar,IITG,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 21, 2024",,https://onlinecourses.nptel.ac.in/noc24_ce05/preview,Nil,"The present course gives an overview followed by in-depth knowledge about various topics which are required particularly for seismic analysis whether related to determination of seismic loading, understanding dominating fault mechanism in the region, understanding slope stability problems, development of synthetic ground motions, seismic hazard analysis, source characterization, ground response analysis etc. It will help reader to gain deep understanding about above subjects and how these are applied to real life problems. Theoretical explanation followed by numerical problems on above mentioned topics will be covered."
185,noc24-ce07,Civil Engineering,Construction Methods And Equipment Management,Prof. Indu Siva Ranjani Gandhi,IITG,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024",Content not found,https://onlinecourses.nptel.ac.in/noc24_ce07/preview,Engineering would be minimum qualification to understand the basics related to this course.,"The key element for successful execution of any project is planning, which also includes planning of equipment. Due to recent advancement in mechanization, different models of machines are available in the market for a particular job. Hence the task of selection of right machine for the right job is quite challenging for project planner. Therefore, understanding of machine capabilities is very important for optimal selection and utilization of equipment. This course provides comprehensive information on guidelines for selection of equipment, estimation of cost and productivity of various equipment and determination of optimum replacement time of equipment. Knowledge on estimation of cost of equipment is very important, as accurate information on equipment cost is needed for preparation of bids. Further, a deep insight into excavation, pile driving methods, cranes and concreting equipment is provided, the information on which is very much essential for people working in construction industry"
186,noc24-ce08,Civil Engineering,Development and Applications of Special Concretes,Prof. Sudhir Misra,IITK,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024",Content not found,https://onlinecourses.nptel.ac.in/noc22_ce09/preview,"The Course Will Assume Basic Understanding Of Concrete Materials And Construction Processes, Including Expected Performance, Quality Control, Etc.","Concrete is no longer simply a mixture of water, cement, sand and coarse aggregate  the advent of chemical admixtures and better understanding of the hydration of cement, and other issues relating to properties of concrete, has made it possible to use several other ingredients and have led to the development of several special concretes and construction methods and use concrete in diverse environments. Building on the fundamental principles of normal concrete, this course explains how some commonly used special concretes have been developed and how they are used in different conditions. The course seeks to present a unified view of concrete materials, construction methods and construction environment and examine the matter on parameters such as quality control methods."
187,noc24-ce09,Civil Engineering,Earthquake Resistant Design of Foundations,Prof. B. K. Maheshwari,IITR,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024",Content not found,https://onlinecourses.nptel.ac.in/noc24_ce09/preview,Soil Mechanics and Foundation Engineering,"The course covers various types of foundations, required soil investigations, soil parameters, and codes of practice. Design considerations for seismic resistant design of foundations. The course will focus on techniques of design of foundations so that it does not fail during earthquakes. This will cover both shallow and deep foundations. Major focus will be on the design of deep foundations for lateral loads."
188,noc24-ce11,Civil Engineering,Environmental Remediation of Contaminated Sites,Prof. Bhanu Prakash Vellanki,IITR,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024","CPCB, SPCB, Degremont, ERM, Ramky Enviro Engineers, Veolia Water, SFC Environmental Technologies Pvt. Ltd., Nalco Water, VA Tech Wabag, Thermax",https://onlinecourses.nptel.ac.in/noc21_ce36/preview,"Entry level chemistry course, and understanding of chemical, physical and biological processes on Environmental Engineering","The course details the usual remediation techniques practiced worldwide and provide an understanding of the relevant theoretical concepts. The current course will enable a student to Develop understanding of integrated approaches to remediating contaminated sites and Develop the ability to screen, choose and design appropriate technologies for remediation."
189,noc24-ce12,Civil Engineering,Expansive Soil,Prof. Anil Kumar Mishra,IITG,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024","Civil Engineering companies working in the area of infrastructure development and ground improvementINTENDED AUDIENCE PG students, researchers, design and site engineers",https://onlinecourses.nptel.ac.in/noc22_ce21/preview,Nil,"Expansive soil occurs in many parts of the world particularly in arid and semi-arid regions. These soils undergo volumetric changes upon wetting and drying, thereby causing ground heave and settlement problems. Cracking associated with the shrinkage is of concern for embankment and earth-dam stability. This leads to considerable construction defects if not adequately taken care of. Such soils are considered natural hazards and pose challenges to civil engineers."
190,noc24-ce13,Civil Engineering,Finite Element Method,Prof. Biswanath Banerjee Prof. Amit Shaw,IITKGP,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",Content not found,https://onlinecourses.nptel.ac.in/noc22_me43/preview,Solid Mechanics/Numerical methods in Engineering.,"This is an introductory level course on Finite Element Method. After attending the course, the students will be able to comprehend FEM as a numerical technique to solve partial differential equations representing various physical phenomena in structural engineering. The proposed course also provides a hands-on training on translating FEM formulation into computational code in MATLAB."
191,noc24-ce14,Civil Engineering,Geographic Information Systems,Prof. Arun K. Saraf,IITR,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 21, 2024",Content not found,https://onlinecourses.nptel.ac.in/noc22_ce26/preview,"Current students of engineering, post graduate science students and PhD students should have basic knowledge of computers","The proposed course provides detailed understanding about Geographic Information Systems and their applications in Civil Engineering and Earth Sciences. All aspects starting from data input to modelling would be discussed in this course. Further, in the proposed course various datasets including DEMs, their source, generation techniques, derivatives, errors and limitations would be discussed extensively. Surface Hydrologic Modelling using DEMs, modelling derivatives and their applications would also be discussed."
192,noc24-ce15,Civil Engineering,Geology and Soil Mechanics,Prof. Priyanka Ghosh,IITK,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",Content not found,https://onlinecourses.nptel.ac.in/noc23_ce02/preview,Mechanics of solids/Strength of materials,The course prepares the student to be able to make effective learning of basic soil mechanics. The course should have the pre-requisite of mechanics of solids/strength of materials course.
193,noc24-ce16,Civil Engineering,Geomorphology,Prof. Pitambar Pati,IITR,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",All companies that deals with the Civil infrastructure development,https://onlinecourses.nptel.ac.in/noc21_ce29/preview,Engineering Geology (preferable)Engineering Mechanics (Compulsory),"Geomorphology deals with the activities of different natural surface and subsurface agents engaged in removal of old and formation of new landforms on the earths surface. In modern days geomorphic evaluation of each and every area is utmost important for sustainable development. It helps in many fields such as ground water exploration and storage, flood control, waste disposal, smart city development, oil and natural gas exploration, infrastructure development etc."
194,noc24-ce17,Civil Engineering,Geosynthetics And Reinforced Soil Structures,Prof. K.Rajagopal,IITM,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",NIL,https://onlinecourses.nptel.ac.in/noc21_ce06/preview,Nil,"This course will dealt with the geosynthetics as construction materials in civil engineering projects. It will introduce the concept of geosynthetics, their manufacture and their behavior and their applications in different civil engineering designs. The support for the course will be in the form of pre-recorded videos, power point slides and supplementary reading materials given every week."
195,noc24-ce21,Civil Engineering,Introduction to Accounting and Finance for Civil Engineers,Prof. K. N. Jha Prof. Sudhir Misra,IITK,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024","All construction and consulting companies in the area of planning, design and construction of infrastructure  Â  Â projects. The material will also be useful for companies engaged in BOOT and other models of working with  Â  Â projects, especially in the highway sector.",https://onlinecourses.nptel.ac.in/noc20_ce32/preview,Nil,"With the changing paradigm of the construction industry, and introduction of different contracting models, with the government trying to play more of a regulatory role and withdrawing from financial commitments, and the space being occupied by financial institutions, civil engineers in the modern day are expected to be familiar with basic accounting and finance. This aspect is almost completely missing from any curriculum in civil engineering and hence there is a need to make relevant material available in an online course, which students and practicing engineers can refer to at their convenience."
196,noc24-ce22,Civil Engineering,Maintenance and Repair of Concrete Structures,Prof. Radhakrishna G. Pillai,IITM,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024","â¢	Govt. agencies and public/private companies involved in the design, construction, and maintenance of concrete structuresâ¢	Govt agencies National Highway Authority (NHAI), Central Public Works Department (CPWD) and PWD/Housing departments of various statesâ¢	Chemical manufacturers BASF, SIKA corporation, Euclid chemicals, and other chemical admixture companiesâ¢	Cement companies ACC ltd., Ambuja cement, JSW cement Ltd, JK Cement Ltd, Penna Cement Industries Ltd, Ultratech cement Ltd, and other cement industriesâ¢	Steel companies JSW steel, Tata Steel, Steel Authority of India Ltd., and other steel industriesÂ â¢	Repair contractors Vector Corrosion Technologies, HILTI, and other cathodic protection industriesâ¢	Owners/Builders/Structural Consultants L&T Construction, Shapoorji Pallonji Construction Limited (SPCL), DLF Limited, Tata Housing, STUP Consultants, Engineers India Limited (EIL)",https://onlinecourses.nptel.ac.in/noc22_ce12/preview,Completed 3rd year of a Bachelor program in civil engineering,"This course will help students learn how to identify various deterioration mechanisms or damage mechanisms in concrete structures (say, deterioration of metallic reinforcement and cementitious materials). The course will discuss both the scientific aspects and its use while practicing repair works at site. Use of various non-destructive, partially-destructive tools to assess the condition of the structure will be discussed. Also, tips on selecting measurable parameters that are useful in deciding the further repair and maintenance practices will be provided. Following this, practices for typical near-surface repair, corrosion protection, structural strengthening, structural stabilization, etc. will be discussed in detail. At the end of the course students will be able to suggest evaluation and repair/retrofitting methods for extending the service life of concrete structures. Importance for preventive maintenance practices (instead of corrective maintenance practices) will be discussed throughout the coursework."
197,noc24-ce23,Civil Engineering,Mechanical Characterization of Bituminous Materials,Prof. M. R. Nivitha (MRN) Prof. Neethu Roy(NR) Prof. A. Padmarekha(APR) Prof. J. Murali Krishnan(JMK),"PSG Tech., Coimbatore MBCET, Trivandrum SRM IST, Kattankulathur IIT Madras",12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024","Engineering Staff working in Oil Refineries, Modified Bitumen Manufacturers, State, and Central Highways Departments and PWD, Ministry of Road Transport and Highways, and National Highways Authority of India.",https://onlinecourses.nptel.ac.in/noc24_ce23/preview,Nil,"Bituminous materials exhibit a complex mechanical response, and an understanding of the same is paramount in pavement engineering. This course will include introductory elementary linear viscoelasticity, and use that framework to introduce different grading system for bitumen. Use of polymers to enhance the rhelogical properties will be discussed along with the various test methods to quantify such improvement. Mechanical characterization of bituminous mixtures for modulus determination for design purposes as well as quantification for laboratory performance in rutting and fatigue damage will be discussed. "
