CourseName,Tokens
Games and Information,game and informationthi is an advanc cours in game theori with a particular emphasi on the role of information. we begin with static game and cover the basic notat there. about 65% of the cours concern dynam game where we introduc inform structur role of inform structur on equilibria bayesian game and inform asymmetry. we then cover the basic concept of mechan design. we do a quick overview of signal and screen and introduc inform design. as a final topic we do a studi of pre-play commun  achiev payoff and correl equilibria. we final end with a few applic of game theori in finance. graduat student in engin and economics.stock and commod exchang platform like ola uber amazon.
Business Intelligence & Analytics,busi intellig & analyticsthi cours equip student with necessari knowledg and skill on the thought process model approach and tool requir to use data from the enterpris databas and other sourc for busi decisions. in turn the cours prepar particip for a career in data scienc busi analyt and market research. thi cours will introduc the context of data mine and cover import model techniqu such as regress decis tree cluster ann and text mining. a core cours on busi statist desirableanalyt and data scienc industri it servic industri manufactur and servic oper and market
Edge Computing,edg computingthi cours we will cover fundament of edg comput and it applic in low latenc and critic real-tim comput scenarios. the cours bring in theori of edg comput focus on it as a complementari approach that address some of the limit of cloud computing. the cours will cover applic where edg comput is a necess such as real-tim applic that requir low latenc and high bandwidth. for exampl autonom vehicl requir real-tim process of data from sensor which cannot be done in a central data center due to latenc issues. thi cours cover variou innov of wave from cloud comput to edg computing. thi cours provid an in-depth understand of edg comput principl with differ use case of edg computing. in thi cours we will explor differ framework for comput over edg devic and cloud. we will cover differ techniqu for distribut data analyt over edg devic like edg data center. differ edg comput fundament will be cover such as rtt docker contain kubernet mqtt kafka time and clock synchron and key-valu store at edge. we will also cover variou cloud platform that provid edg services. thi cours also cover recent advanc of machin learn deep learn and artifici intellig with appropri use case in edg comput such as predict mainten self-driv car and deep reinforc learn for edg applications. networkingit industri
Advanced Foundation Engineering,advanc foundat engineeringth cours will focu on the design of shallow foundat on slope ground layer soil and under inclin & eccentr load conditions. pile under uplift and later load condit will also be discussed. in the undergradu core cours on foundat engin these topic are either not cover or discuss in simplifi form. in the propos cours these advanc topic will be discuss in detail. thi cours is use for both ug and pg student. the cours is also suitabl for student who are prepar for competit examination. field engin can be benefit from thi cours as the design of foundat under critic condit those are not gener cover in ug core foundat engin cours will be discuss here.nilcont not found
Advanced Soil Mechanics,advanc soil mechanicsthi cours intend to bridg the basic soil mechan concept with the advanc topic relat to stress and soil strength. in the process it will help to reinforc the understand gain dure the undergradu learn and would help to allevi ani misconcept relat to the stress-strain respons and strength behaviour of soils. not all the concept explain in thi cours are advanc but attempt to add clariti to the knowledg gain at undergradu level. thi cours is ideal for the orient of geotechn engin post-gradu student and final year undergradu student to the higher realm of geomechan characterist of soils.nilcont not found
Air pollution and Control,air pollut and controlth object of the cours is to impart the knowledg and understand of caus and effect of air pollut and their control mechanisms. the cours will provid a deeper understand of air pollut pollut inventori and modelling. the cours also impart knowledg on the impact of air pollut on differ aspect such as polici human health and variou contemporari technolog innov for better of air quality.nilcont not found
Applied Environmental Microbiology,appli environment microbiologythi cours prepar the student to address press environment challeng by develop a fundament understand of the microbi commun and process in natur and built environments. it lay and build upon the foundat of basic microbiolog microbi energet and divers to appli tool provid by microbiolog rang from tradit to state of art for address relev environment concerns. it provid an indepth explor of the divers role microb and microbi commun and includ topic such as cell structur and element microbi energet and divers ecolog and popul dynam environment microbi process includ biogeochem cycl and microb involv in biodeterior and bioremediation.nilcont not found
Construction Methods And Equipment Management,construct method and equip managementth key element for success execut of ani project is plan which also includ plan of equipment. due to recent advanc in mechan differ model of machin are avail in the market for a particular job. henc the task of select of right machin for the right job is quit challeng for project planner. therefor understand of machin capabl is veri import for optim select and util of equipment. thi cours provid comprehens inform on guidelin for select of equip estim of cost and product of variou equip and determin of optimum replac time of equipment. knowledg on estim of cost of equip is veri import as accur inform on equip cost is need for prepar of bids. further a deep insight into excav pile drive method crane and concret equip is provid the inform on which is veri much essenti for peopl work in construct industryengin would be minimum qualif to understand the basic relat to thi course.cont not found
Development and Applications of Special Concretes,develop and applic of special concretesconcret is no longer simpli a mixtur of water cement sand and coars aggreg  the advent of chemic admixtur and better understand of the hydrat of cement and other issu relat to properti of concret ha made it possibl to use sever other ingredi and have led to the develop of sever special concret and construct method and use concret in divers environments. build on the fundament principl of normal concret thi cours explain how some commonli use special concret have been develop and how they are use in differ conditions. the cours seek to present a unifi view of concret materi construct method and construct environ and examin the matter on paramet such as qualiti control methods.th cours will assum basic understand of concret materi and construct process includ expect perform qualiti control etc.cont not found
Earthquake Resistant Design of Foundations,earthquak resist design of foundationsth cours cover variou type of foundat requir soil investig soil paramet and code of practice. design consider for seismic resist design of foundations. the cours will focu on techniqu of design of foundat so that it doe not fail dure earthquakes. thi will cover both shallow and deep foundations. major focu will be on the design of deep foundat for later loads.soil mechan and foundat engineeringcont not found
Environmental Remediation of Contaminated Sites,environment remedi of contamin sitesth cours detail the usual remedi techniqu practic worldwid and provid an understand of the relev theoret concepts. the current cours will enabl a student to develop understand of integr approach to remedi contamin site and develop the abil to screen choos and design appropri technolog for remediation.entri level chemistri cours and understand of chemic physic and biolog process on environment engineeringcpcb spcb degremont erm ramki enviro engin veolia water sfc environment technolog pvt. ltd. nalco water va tech wabag thermax
Expansive Soil,expans soilexpans soil occur in mani part of the world particularli in arid and semi-arid regions. these soil undergo volumetr chang upon wet and dri therebi caus ground heav and settlement problems. crack associ with the shrinkag is of concern for embank and earth-dam stability. thi lead to consider construct defect if not adequ taken care of. such soil are consid natur hazard and pose challeng to civil engineers.nilcivil engin compani work in the area of infrastructur develop and ground improvementintend audienc pg student research design and site engin
Finite Element Method,finit element methodthi is an introductori level cours on finit element method. after attend the cours the student will be abl to comprehend fem as a numer techniqu to solv partial differenti equat repres variou physic phenomena in structur engineering. the propos cours also provid a hands-on train on translat fem formul into comput code in matlab.solid mechanics/numer method in engineering.cont not found
Geographic Information Systems,geograph inform systemsth propos cours provid detail understand about geograph inform system and their applic in civil engin and earth sciences. all aspect start from data input to model would be discuss in thi course. further in the propos cours variou dataset includ dem their sourc gener techniqu deriv error and limit would be discuss extensively. surfac hydrolog model use dem model deriv and their applic would also be discussed.curr student of engin post graduat scienc student and phd student should have basic knowledg of computerscont not found
Geology and Soil Mechanics,geolog and soil mechanicsth cours prepar the student to be abl to make effect learn of basic soil mechanics. the cours should have the pre-requisit of mechan of solids/strength of materi course.mechan of solids/strength of materialscont not found
Geomorphology,geomorphologygeomorpholog deal with the activ of differ natur surfac and subsurfac agent engag in remov of old and format of new landform on the earth surface. in modern day geomorph evalu of each and everi area is utmost import for sustain development. it help in mani field such as ground water explor and storag flood control wast dispos smart citi develop oil and natur ga explor infrastructur develop etc.engin geolog preferableengin mechan compulsoryal compani that deal with the civil infrastructur develop
Geosynthetics And Reinforced Soil Structures,geosynthet and reinforc soil structuresthi cours will dealt with the geosynthet as construct materi in civil engin projects. it will introduc the concept of geosynthet their manufactur and their behavior and their applic in differ civil engin designs. the support for the cours will be in the form of pre-record video power point slide and supplementari read materi given everi week.nilnil
Introduction to Accounting and Finance for Civil Engineers,introduct to account and financ for civil engineerswith the chang paradigm of the construct industri and introduct of differ contract model with the govern tri to play more of a regulatori role and withdraw from financi commit and the space be occupi by financi institut civil engin in the modern day are expect to be familiar with basic account and finance. thi aspect is almost complet miss from ani curriculum in civil engin and henc there is a need to make relev materi avail in an onlin cours which student and practic engin can refer to at their convenience.nilal construct and consult compani in the area of plan design and construct of infrastructur â â projects. the materi will also be use for compani engag in boot and other model of work with â â project especi in the highway sector.
Maintenance and Repair of Concrete Structures,mainten and repair of concret structuresthi cours will help student learn how to identifi variou deterior mechan or damag mechan in concret structur say deterior of metal reinforc and cementiti materials. the cours will discuss both the scientif aspect and it use while practic repair work at site. use of variou non-destruct partially-destruct tool to assess the condit of the structur will be discussed. also tip on select measur paramet that are use in decid the further repair and mainten practic will be provided. follow thi practic for typic near-surfac repair corros protect structur strengthen structur stabil etc. will be discuss in detail. at the end of the cours student will be abl to suggest evalu and repair/retrofit method for extend the servic life of concret structures. import for prevent mainten practic instead of correct mainten practic will be discuss throughout the coursework.complet 3rd year of a bachelor program in civil engineeringâ¢ govt. agenc and public/priv compani involv in the design construct and mainten of concret structuresâ¢ govt agenc nation highway author (nhai) central public work depart (cpwd) and pwd/hous depart of variou statesâ¢ chemic manufactur basf sika corpor euclid chemic and other chemic admixtur companiesâ¢ cement compani acc ltd. ambuja cement jsw cement ltd jk cement ltd penna cement industri ltd ultratech cement ltd and other cement industriesâ¢ steel compani jsw steel tata steel steel author of india ltd. and other steel industriesâ â¢ repair contractor vector corros technolog hilti and other cathod protect industriesâ¢ owners/builders/structur consult l&t construct shapoorji pallonji construct limit (spcl) dlf limit tata hous stup consult engin india limit (eil)
Mechanical Characterization of Bituminous Materials,mechan character of bitumin materialsbitumin materi exhibit a complex mechan respons and an understand of the same is paramount in pavement engineering. thi cours will includ introductori elementari linear viscoelast and use that framework to introduc differ grade system for bitumen. use of polym to enhanc the rhelog properti will be discuss along with the variou test method to quantifi such improvement. mechan character of bitumin mixtur for modulu determin for design purpos as well as quantif for laboratori perform in rut and fatigu damag will be discussed. nilengin staff work in oil refineri modifi bitumen manufactur state and central highway depart and pwd ministri of road transport and highway and nation highway author of india.
Microwave Remote Sensing in Hydrology,microwav remot sens in hydrologythi cours shall explain the fundament of microwav remot sens in passiv and activ domain with applic in civil engin hydrolog meteorology. an emphasi is made to teach microwav imag process through open sourc program languag like python. further object of thi cours is to make a student capabl to interpret and deciph the microwav data for complex scientif and polici problem in the water arena all of which requir high qualiti training.nilrmsi erda and similarli all firms/compani which have a remot sens and gi applic wing shall recognize/valu thi cours
Plastic Waste Management,plastic wast managementthi cours will focu on1. introduct of plastic pollut as a global problem today.2. what is plastic waste? the magnitud of the problem on global scale and in indian context. plastic in ocean and impact on sea life and economy.3. what is the natur and complex of thi problem and what could be the best way to manag the plastic wast and how to mitig the risk from plastic waste.4. plastic wast manag rule 2016 recent plastic ban and the use of extend produc respons epr concept in manag plastic wast in india.5. best practic of manag plastic wast from around the world includ use of plastic wast in road experi from indian context and other countries6. way forward  how to manag thi wast stream appli state of the art technologiesbas environment scienc basic differenti equat basic chemistryaecom ramki environment resourc manag (erm) senes/arcadis. wast manag relat compani govt. agenc
Remote Sensing Essentials,remot sens essentialsth propos cours provid basic understand about satellit base remot sens and digit imag process technologies. present remot sens dataset avail from variou earth orbit satellit are be use extens in variou domain includ in civil engin water resourc earth scienc transport engin navig etc. googl earth ha further made access to high spatial resolut remot sens data avail to non-expert with great ease. knowledg of digit imag process of satellit data allow to process raw satellit imag for variou applications.remot sens / geoinformat compani e.g niit esri india leica geoinformat mapmyindia etcongc oil gsi and other
Retrofitting and Rehabilitation of Civil Infrastructure,retrofit and rehabilit of civil infrastructureth major object of thi cours is to give an in-depth understand of the variou method of repair retrofit and rehabilit techniqu for masonri and concret structures. the caus and type of deterior the evalu of the exist condit of infrastructur the materi for repair and retrofit the mainten and strengthen techniqu is cover in detail in thi course. seismic retrofit and design of retrofit structur compon use recent techniqu and materi have been includ in the course. the cours cover the challeng issu for effici retrofit and rehabilit in order to extend the durabl of exist structur in a sustain manner.nilal civil engin design and consult firm construct compani materi manufactur relat to concret technolog will recogn thi cours for it practic applicationsintend audienc â m.e/m.tech/phd student from civil architectur construct engin background or equival special and be/b.tech student from similar background can take thi cours as elect
Rock Engineering,rock engineeringthi cours is the basic cours in the area of rock mechanics. thi will provid the knowledg of overal behavior of rock and rock masses. thi cours will enabl the student to acquir basic of analysi and design of tunnel cavern slope and foundat on rocks.soil mechanics-1 soil mechanics-2cont not found
Soil Dynamics,soil dynamicsth cours is design for the ug student interest in advanc level of geotechn engin pg student and research scholar of geotechn engin and other relev special of civil engineering. the practic engin in the field of civil and geotechn engin may also be benefit from thi course. the object of the cours is to understand the fundament of vibrat respons of soil and foundat under dynam load and design criterion of foundat subject machin vibrat and earthquak loading. for thi purpos theori of vibrat respons of singl and multipl degre of freedom undamp and undamp system under free and forc vibrat dynam properti of soil say dynam shear modulu elast modulu damp ratio etc. liquefact potenti and design of machin foundat will be discussed.geotechn engineering-i/soil mechan geotechn engin -ii/found engin at ug levelal industri relat to civil engin
Soil Structure Interaction,soil structur interactionth cours will focu on the differ soil-structur interact model for shallow foundat under variou load condit and subgrad characteristics. pile under uplift and later load condit will also be discussed. in the undergradu core cours on foundat engin these topic are either not cover or discuss in simplifi form. beam and plate on elast foundat problem & differ foundat model and their solut with the help of finit differ method fdm will be discussed. the applic of foundat model in real life problem will also be discussed. thi cours is use for both ug and pg student. the cours is also suitabl for student who are prepar for competit examination. field engin can be benefit from thi cours as the design of foundat under critic condit consid soi-structur interact those are not gener cover in ug core foundat engin cours will be discuss here.soil mechan and foundat engineeringmost of the civil engin compani
Structural Vibration,structur vibrationth cours introduc the basic concept of dynam equilibrium degre of freedom and equat of motion at the beginning. then the learner are introduc to the free vibrat of the sdof system with viscou and coulomb damp follow by forc vibrat of the sdof system. then the half-pow bandwidth techniqu energi dissip due to damp and equival / rate-independ damp are introduced. it is follow by differ method of the numer respons evalu the respons spectrum and the prepar of the elast design spectrum with the exampl solv use matlab. then the mdof system is introduc with eigen solut base decoupl for modal superposit time histori analysi and respons spectrum analysi for the multistori build are explain with exampl in matlab. the free and forc vibrat of a continu system are also covered. at last the dynam analysi of a build use finit element softwar is demonstrated.nilcont not found
Traffic Engineering,traffic engineeringtraff congest ha becom a seriou urban illness in the modern era of urban especi in emerg countri such as india. thi result in an increas in travel time rise in traffic accid rise in fuel deplet excess exhaust emiss etc. which can retard the growth of ani citi and it sustain development. thi nptel cours will help in capac build amongst master student polici maker practition etc. to understand traffic engineer role in all relev dimens and develop strategi program and project accordingly. the cours will consist of follow nine modul module-a traffic compon and characteristics; module-b traffic stream paramet and their relationships; module-c shockwav and queuing; module-d capac and los; module- traffic control at intersections; module-f car follow model and traffic simulation; module-g traffic control and management; module-h park manag / traffic safety; module-i traffic safety.ani b.e/btech in civil engineering/ transport engineering/ construct engin or equival at u.g level.thi is a core cours in all iit nit and univers offer m.e. / m.tech in transport engin and therefor recogn by companies/industri in relev areas.intend audienceâ m.e. / mtech. student of transportationâ â engin or equival special
Unsaturated Soil Mechanics,unsatur soil mechanicsth knowledg of soil behavior is veri import in the geotechn engin practice. the soil behavior in satur state is wide taught in the undergradu and graduat program all over. the exist of air-phas in natur soil prompt the soil to behav differ from the satur soils. the present cours would provid the fundament principl mechan and behavior of partli satur soils.knowledg of basic soil mechanicswww.maccaferri.com
Urban Transportation Systems Planning,urban transport system planningurban transport is an import issu in develop countri such as india. transport impact variou aspect such as mobil health of resid econom and energi aspect in an urban area. thi cours cover the challeng need for effect and effici plan of urban transport address the grow travel demand in a sustain and afford way. thi nptel cours will help in capac build amongst master student polici maker practition etc. for urban transport plan and decis make to understand urban transport in all relev dimens and develop urban transport plan program and projects.nilcont not found
Vibration of Continuous Systems,vibrat of continu systemsal structur or mechan system are in fact continu have their physic paramet extern forc and their respons are distribut in space. the dynam behavior of the structur or machin compon can onli be truli reflect in the continu systems. the slender of the structur necessit the adopt of continu modelling. the exact solut that can be obtain from continu model provid true physic behavior in addit to yield variou bench mark result for test the efficaci of mani numer method use in discret approaches. keep thi in mind the present cours ha been frame to teach the student about the formul and solut of vibrat problem of the continu system by exact method as well as by numer techniqu with applic of matlab tool box. the cours is design for 12 modul in which each modul will consist of 3 or 4 lectur hours.nilaeronaut research & develop board delhi; indian space research org.
Water Supply Engineering,water suppli engineeringwat suppli scheme are a basic necess of everi town/city. with grow concern over manag urban water demand along with resourc sustain concept of effici and smart urban water suppli system is progress get more pertinent. incorpor sustain design and oper principl base on innov water technolog such as cost-effect treatment solut autom supervisori control leakag detect and control etc. into water suppli system improv water suppli from sustain perspectives. thi cours aim to discuss the technic aspect of modern system for drink water treatment and distribut in an integr way. the cours will cover topic from tradit aspect of demand calcul and sourc select to the up-to-d treatment method network design tool etc. the cours will also provid insight to smart water suppli system includ autom leakag detection. the financi sustain of water suppli system and sustain water price model will also be covered.nilmunicip corpor and jal board of variou citi public health engin depart compani work in water manag sector such as tce l&t jusco ch2mhill veolia water phonix wabag vultur innov wipro infra etc.
Analysis and Design of Bituminous Pavements,analysi and design of bitumin pavementsmor than 90% of the highway system in india are construct with bitumin materials. thi cours will introduc the fundament of stress analysi procedur for bitumin pavements. analysi of traffic materi character for design and distress and aspect of reliabl relat to bitumin pavement design will be discuss thereafter. the student of thi cours will also get hands-on train on the use of irc37 and understand the boundari within which such design guidelin should be usedthi is a self-contain cours for student and practition alik and henc no prerequisit is required. for those who do not have an undergradu degre in civil engin familiar with the construct of bitumin pavement will be helpful.engin staff work in state and central highway depart and pwd ministri of road transport and highway and nation highway author of india.
Introduction to Lean Construction (Module 1 - Lean Basics),introduct to lean construct (modul 1 - lean basics)lean construct manag is a radic shift from tradit construct management. it is an adapt of lean manufactur principl to the construct realm. lean approach seek to improv project deliveri by minim wast and maxim valu to the customer. thi cours ha been design to impart the key concept tool and practic to civil engin senior level under-gradu post-gradu student and faculti as well as practic engin architect and managers/ consultants.nilinstitut for lean construct excel (ilce) - www.ilce.in
Modern Construction Materials,modern construct materialsth aim of the cours is to provid the scientif basi for the understand and develop of construct materials. it serv as a foundat cours for post-gradu student interest in career involv research teach and/or construct engin as well as market decis make innov and specif relat to construct materials. it can also be a capston cours for undergradu finish their studi in civil engin and architecture. nilcompani in the construct sector.
Concrete Technology,concret technologyth cours on concret technology focus on concret make materi includ supplementari cementiti materials. concret product process also form a part of the discussion. go through the cours one would develop first-hand knowledg on concret product process and properti and use of concret as a modern materi of construction. the cours will enabl one to make appropri decis regard ingredi select and use of concrete.nill&t ecc ultra tech cement jk cement acc star cement and all other cement companies. cpwd and all other pwds.
Energy Efficiency Acoustics and Daylighting in Building,energi effici acoust and daylight in buildingth object of thi cours is to expos the student to the concept function design of build for thermal aspect and energi efficiency; especi in tropic climat i.e. in indian context. further object is to make the student capabl of perform fenestr design for natur ventil and daylight & design of space for externaland intern nois control.nilal industri involv in build design and construction. l&t teri etc. cpwd and all other pwds. dr. fixit institut
Remote Sensing and GIS for rural development,remot sens and gi for rural developmentindia be an agrarian nation ha a vast major popul live in rural areas. develop of rural area is a difficult task due to the complex heterogen of the rural landscap and social econom and ecolog condit and observ data is limit due to cost and logist factors. geospati technolog includ remot sens and gi rs & gi have tremend potenti in the develop of rural area due to it abil in handl larg amount of data conduct spatial analysi over larg area and decision-mak in a comprehens and time manner.nilal govern agencies/depart relat to rural develop water resourc agricultur soil conserv and disast management. csr initi of psu and the privat sector.
Natural Hazards,natur hazardsth cours introduc student to natur disast and their phenomenon ground deform land-level chang event recurr interv associ environment and deposit chang sediment pattern and all the relat hazards. some of the well-known natur disast are earthquak landslid flood tsunami volcan erupt storm and cyclon etc. which caus differ type of natur hazard in the associ environ and landscape. thi cours will emphas their mechan origin and impact in the associ region such as mainland hilli terrain floodplain/alluvi plain and coastal region etc. and also focu on the approach for mitig and minim hazard along with relat hazard assessment. nilnil
Laboratory Practices in Earth Sciences Landscape Mapping,laboratori practic in earth scienc landscap mappinglaboratori practic in earth scienc landscap map is a thorough and practic cours that explor remot sens fieldwork and laboratori studi to better understand the surfac and subsurfac geolog and geomorpholog structures. the fundament principl techniqu and methodolog that have been use to investig analyz and map landscap across the world will be cover in thi course. it is a comprehens educ experi that incorpor theoret idea real-world applic and ethic problems. thi cours offer a strong basi for your career choic irrespect of whether you want to pursu a career in the earth scienc or want to learn more about landform map techniques.nilani compani involv in infrastructur develop
Industrial Wastewater Treatment,industri wastewat treatmentindustri wastewat treatment is a veri uniqu cours and it deal with the advanc process for treatment of industri wastewater. these process are not cover dure the convent wastewat treatment courses. the cours encompass process like remov of heavi metal adsorpt ion exchang membran process and advanc oxid processes. the cours cover detail descript on the wastewat treatment of industri like distilleri dairi tanneri pulp and paper textil and dye fertil refineri pharmaceut iron & steel coke oven and mine wastewat includ acid mine drainag coal washeries.nilrel to industri like distilleri dairi tanneri pulp and paper textil and dye fertil refineri pharmaceut iron & steel (coke ovens) and mine wastewat includ acid mine drainag (coal washeries).
Advanced Topics in Science and Technology of Concrete,advanc topic in scienc and technolog of concretethi edit of the advanc topic cours focus on the use of recycl concret as aggreg in new concret construction. the cours materi wa develop as part of the sparc collabor project between iit madra univers of cape town and univers of the witwatersrand in south africa. the lectur in thi cours give a full background of the collect process and properti of recycl concret aggregates. the impact of their use in term of concret perform and the effect on long term durabl is also explored. final a an understand of the sustain impact and the polici and practic in india and south africa is also provided.nilal concret supplier and construct contractor
Electrochemical Technology in Pollution Control,electrochem technolog in pollut controlelectroanalyt techniqu have assum great import in pollut monitor of chemic speci in the last 20 years. electrochem sensor includ ion select electrod are employ to detect the pollut level in all public spaces. they also find extens applic in medic diagnosi industri process monitor commun industri etc. fuel cell and batteri technolog are the energi sourc of the future. industri wast gener from electrochem process are one of the most hazard wast which need to be effect managed. the cours aim to introduc the fundament principl of electrochemistri for routin and non-routin analysi electrochem process use in the industri batteri and fuel cell technolog and recent advanc in hazard electrochem wast manag includ concept of zero liquid discharge.10 +2 + 3 year of be / bscbasic knowledg of differenti calculu and integrationchem industri pollut control
Advanced Thermodynamics and Molecular Simulations,advanc thermodynam and molecular simulationsthi cours aim to impart knowledg of advanc thermodynam concept and molecular simul methods. unlik the standard undergradu chemic engin thermodynam we will follow a rather physics-bas treatment of thermodynam base on statist mechan concept and molecular theories. the thermodynam part to be cover in first half of the cours would be use in the discuss of molecular simul to be cover in the second half of the coursebas ug cours in thermodynam or statist mechanicscont not found
Applied Time-Series Analysis,"appli time-seri analysisth cours introduc the concept and method of time-seri analysis. specif the topic includ i stationar and ergod ii auto- cross- and partial-correl function iii linear random process - definit iv auto-regress move averag arima and season arima model v spectral fourier analysi and period detect and vi paramet estim concept and methods. practic implement in r are illustr at each stage of the course.bas of probabl and statistics; view mooc video on ""intro to statist hypothesi testing""cont not found"
Aspen Plus® Simulation Software - A Basic Course For Beginners,aspen plus® simul softwar - a basic cours for beginnersaspen plu is a process model tool use for process monitor optim and conceptu design especi by chemic process industries. thi is a simpl cours on aspen plu simul engin that will teach one how to model the most common unit oper of a chemic plant. basic unit oper such as pump reactor valv heater distil column etc. will be demonstr which would be help for student teacher engin and research in the area of r&d and plant design/operation. the cours is didact with a lot of appli theori and case studies. at the end of the cours one will be abl to setup a simul run it get design paramet optim and get results. thi is highli recommend for those who are will to take a career in simulation/model via software. peopl have chemic engin background who have pass the follow cours mass transfer heat transfer chemic reaction engin fluid mechan chemic engin thermodynam and mechan operations.al chemic process industri such as relianc petrochem shell iocl etc.
Biological process design for wastewater treatment,biolog process design for wastewat treatmentthi cours is for engin and scientist work toward the control of pollut from municip and industri wastewater. consid the expect of the industri for wastewat pollut control in their premis to compli with newer and more stringent law and act be enforc in india and global wastewat treatment for effluent gener from industri ha becom highli challenging. thi cours introduc the principl of biolog method to control wastewat pollution. the cours will be present in a logic manner with sever numer problem and case studies. the topic to be cover includ but not limit to biolog treatment fundament wastewat character bacteri growth kinet and reactor hydraul aerat and sedimentation. aerob and anaerob suspend and attach growth biolog treatment process sludg manag and sustain in wastewat treatment plant design.no prerequisitecont not found
Biomass Conversion And Biorefinery,biomass convers and biorefinerysinc last two decad research worldwid have drawn their attent to biomass base fuel as well as other valu ad product as biomass is not onli renew but also co2 neutral. thi cours will provid an insight to the basic of biomass variou convers technolog and the differ type of product that can be obtain upon success conversion. in first few lectur type biomass their structur and composit ha been discuss follow by detail on variou pre-treat technolog current adapt to produc cellulose. later on convers technolog basic along with reactor design for physic chemic thermal and microbi convers techniqu ha been cover in detail. the next part of the cours deal with variou product such as biofuel platform chemic polym etc. final integr biorefineri concept type of biorefineri along with lca and tea ha been added. the cours will enabl student to develop necessari skill to design appropri biomass base fraction techniqu as per the need.no prerequisitecont not found
Chemical Engineering Fluid Dynamics and Heat Transfer,chemic engin fluid dynam and heat transferthi is an introductori fluid dynam and heat transfer cours that play signific role in the chemic engin as well in the biolog petroleum and environment engin curriculum. it cover some import aspect of fluid flow and heat transfer along their common in variou chemic engin processes. the content of thi cours can be broadli classifi into two topic 1 fluid dynam and 2 heat transfer. the object of thi cours is to learn the fundament principl of fluid dynam and heat transfer as well as to combin and appli the consolid understand to solv associ chemic engin problems.cours in calculu and in mass and energi balanceschem and petrochem process industri such as basf tata chemic relianc industri iffco dr. reddyâ haldia petrochem etc.
Chemical Process Utilities,chemic process utilitiesimport of process util in a typic chemic process plant is enormous. without fundament knowledg of process util it is veri difficult to surviv in a chemic plant. as chemic process technolog becom more complex chemic engin will need a more detail and fundament understand of differ utilities. the cours focus on understand the import technic fundament of chemic process utilities. the emphasi on the fundament will help the student to understand the concept and appli them accordingly. thi applic requir a signific quantiti of fundament knowledg and technolog chemic engin thermodynam chemic technolog heat transfer use for all process industri refineri fertil plant petrochem plant special for manag and decis maker
Computational Fluid Dynamics,comput fluid dynamicscfd or comput fluid dynam is a branch of continuum mechan that deal with numer simul of fluid flow and heat transfer problems. the exact analyt solut of variou integr differenti or integro-differenti equat obtain from mathemat model of ani continuum problem are limit to onli simpl geometries. thu for most situat of practic interest analyt solut cannot be obtain and a numer approach should be applied. in the field of mechan the approach of obtain approxim numer solut with the help of digit comput is known as comput mechan wherea the same is term as comput fluid dynam for thermo-fluid problems. cfd thu deal with obtain an approxim numer solut of the govern equat base on the fundament conserv law of mass momentum and energy.no prerequisiteoil compani (iocl shell bpcl and others) automobil and aviat compani (ge airbu tata motor and others) r&d sector of differentâ compani
Computer Aided Applied Single Objective Optimization,comput aid appli singl object optimizationoptim problem are frequent encount in almost all disciplin of scienc and engineering. thi cours will familiar the audienc with both mathemat and comput intellig algorithm to solv combinatori optim problems. the cours is design so as to enabl the particip to quickli use state-of-the-art tool to solv optim problems. a uniqu featur of thi cours will be discuss of a realist case studi to thoroughli understand variou aspect of optimization.bas mathematicsal
Environmental Quality Monitoring & Analysis,environment qualiti monitor & analysisth cours is direct at measur model and assess the paramet of environment qualiti for the purpos of environment risk assessment. the cours introduc reader to the concept of environment fate and transport and the method to appli them in environment risk assessment. the cours also discuss the monitor method in the context of environment fate and transport.bas mathematics; physics; chemistry; environment engineering; chemic engineering.environment consult
Membrane Technology,membran technologythi cours will provid an insight to the membran base separ that is an integr part of the down-stream process of variou industries. the cours begin with introduc the develop of membran and discuss the basic which is follow by detail discuss on membran materi and their properties. thi cours then deal with variou method of membran prepar and their characterization. how separ transport mechan take place use membran ha been cover extensively. further principl of variou membran process such as revers osmosi microfiltr ultrafiltr dialysi liquid membran pervapor etc. ha been cover along with their applic in differ industries. the cours will enabl student to develop necessari skill to design appropri membran base separ techniqu as per the need.no prerequisiteal industri that requir downstream process use membran such as refineri pharmaceut industri food and beverag
Multiphase Flows,multiphas flowsmultiphas flow reactor are critic import mani industri like chemic petroleum petrochem food pharmaceut etc. the perform of these reactor larg depend on the interact of differ phase involved. in thi cours basic of multiphas flow along with differ flow regim map and pressur drop and volum fraction calcul will be covered. further the interact between differ phase at differ scale will be discussed. model method use for multiphas flow reactor will be covered. final differ type of multiphas flow reactor will be introduc and their function advantag and disadvantag and challeng along with futur direct of research will be discussed.no prerequisiteiocl bpcl oil hpcl ongc
Multiphase Microfluidics,multiphas microfluidicswith the advanc in manufactur technolog in past few decad the trend toward miniatur ha acceler in sever industries. in chemic process industri the viabil of compact heat exchang microreactor for process intensif is be explor becaus of small diffus length high interfaci area densiti and rel safe operation. most of these equip involv multiphas flow and their design requir a fundament understand of heat mass and momentum transport in multiphas flow in microchannels. thi cours is aim at introduc the student with the fundament principl as well as recent develop in the area of multiphas flow at the small scale.a basic cours in fluid mechanicsthermax gener electr syrri blacktrace/dolomit
