CourseName,Tokens
"Environmental,Remediation,of,Contaminated,Sites",environment remedi contamin sitesth cours detail usual remedi techniqu practic worldwid provid understand relev theoret concepts. current cours enabl student develop understand integr approach remedi contamin site develop abil screen choos design appropri technolog remediation.entri level chemistri cours understand chemic physic biolog process environment engineeringcpcb spcb degremont erm ramki enviro engin veolia water sfc environment technolog pvt. ltd. nalco water va tech wabag thermaxcivil engin
"Expansive,Soil",expans soilexpans soil occur mani part world particularli arid semi-arid regions. soil undergo volumetr chang upon wet dri therebi caus ground heav settlement problems. crack associ shrinkag concern embank earth-dam stability. thi lead consider construct defect adequ taken care of. soil consid natur hazard pose challeng civil engineers.nilcivil engin compani work area infrastructur develop ground improvementintend audienc pg student research design site engineerscivil engin
"Finite,Element,Method",finit element methodthi introductori level cours finit element method. attend cours student abl comprehend fem numer techniqu solv partial differenti equat repres variou physic phenomena structur engineering. propos cours also provid hands-on train translat fem formul comput code matlab.solid mechanics/numer method engineering.cont foundcivil engin
"Geographic,Information,Systems",geograph inform systemsth propos cours provid detail understand geograph inform system applic civil engin earth sciences. aspect start data input model would discuss thi course. propos cours variou dataset includ dem sourc gener techniqu deriv error limit would discuss extensively. surfac hydrolog model use dem model deriv applic would also discussed.curr student engin post graduat scienc student phd student basic knowledg computerscont foundcivil engin
"Geology,and,Soil,Mechanics",geolog soil mechanicsth cours prepar student abl make effect learn basic soil mechanics. cours pre-requisit mechan solids/strength materi course.mechan solids/strength materialscont foundcivil engin
Geomorphology,geomorphologygeomorpholog deal activ differ natur surfac subsurfac agent engag remov old format new landform earth surface. modern day geomorph evalu everi area utmost import sustain development. help mani field ground water explor storag flood control wast dispos smart citi develop oil natur ga explor infrastructur develop etc.engin geolog preferableengin mechan compulsoryal compani deal civil infrastructur developmentcivil engin
"Geosynthetics,And,Reinforced,Soil,Structures",geosynthet reinforc soil structuresthi cours dealt geosynthet construct materi civil engin projects. introduc concept geosynthet manufactur behavior applic differ civil engin designs. support cours form pre-record video power point slide supplementari read materi given everi week.nilnilcivil engin
"Introduction,to,Accounting,and,Finance,for,Civil,Engineers",introduct account financ civil engineerswith chang paradigm construct industri introduct differ contract model govern tri play regulatori role withdraw financi commit space occupi financi institut civil engin modern day expect familiar basic account finance. thi aspect almost complet miss ani curriculum civil engin henc need make relev materi avail onlin cours student practic engin refer convenience.nilal construct consult compani area plan design construct infrastructur â â projects. materi also use compani engag boot model work â â project especi highway sector.civil engin
"Maintenance,and,Repair,of,Concrete,Structures",mainten repair concret structuresthi cours help student learn identifi variou deterior mechan damag mechan concret structur say deterior metal reinforc cementiti materials. cours discuss scientif aspect use practic repair work site. use variou non-destruct partially-destruct tool assess condit structur discussed. also tip select measur paramet use decid repair mainten practic provided. follow thi practic typic near-surfac repair corros protect structur strengthen structur stabil etc. discuss detail. end cours student abl suggest evalu repair/retrofit method extend servic life concret structures. import prevent mainten practic instead correct mainten practic discuss throughout coursework.complet 3rd year bachelor program civil engineeringâ¢ govt. agenc public/priv compani involv design construct mainten concret structuresâ¢ govt agenc nation highway author nhai central public work depart cpwd pwd/hous depart variou statesâ¢ chemic manufactur basf sika corpor euclid chemic chemic admixtur companiesâ¢ cement compani acc ltd. ambuja cement jsw cement ltd jk cement ltd penna cement industri ltd ultratech cement ltd cement industriesâ¢ steel compani jsw steel tata steel steel author india ltd. steel industriesâ â¢ repair contractor vector corros technolog hilti cathod protect industriesâ¢ owners/builders/structur consult l&t construct shapoorji pallonji construct limit spcl dlf limit tata hous stup consult engin india limit eilcivil engin
"Mechanical,Characterization,of,Bituminous,Materials",mechan character bitumin materialsbitumin materi exhibit complex mechan respons understand paramount pavement engineering. thi cours includ introductori elementari linear viscoelast use framework introduc differ grade system bitumen. use polym enhanc rhelog properti discuss along variou test method quantifi improvement. mechan character bitumin mixtur modulu determin design purpos well quantif laboratori perform rut fatigu damag discussed. nilengin staff work oil refineri modifi bitumen manufactur state central highway depart pwd ministri road transport highway nation highway author india.civil engin
"Microwave,Remote,Sensing,in,Hydrology",microwav remot sens hydrologythi cours shall explain fundament microwav remot sens passiv activ domain applic civil engin hydrolog meteorology. emphasi made teach microwav imag process open sourc program languag like python. object thi cours make student capabl interpret deciph microwav data complex scientif polici problem water arena requir high qualiti training.nilrmsi erda similarli firms/compani remot sens gi applic wing shall recognize/valu thi coursecivil engin
"Plastic,Waste,Management",plastic wast managementthi cours focu on1. introduct plastic pollut global problem today.2. plastic waste? magnitud problem global scale indian context. plastic ocean impact sea life economy.3. natur complex thi problem could best way manag plastic wast mitig risk plastic waste.4. plastic wast manag rule 2016 recent plastic ban use extend produc respons epr concept manag plastic wast india.5. best practic manag plastic wast around world includ use plastic wast road experi indian context countries6. way forward  manag thi wast stream appli state art technologiesbas environment scienc basic differenti equat basic chemistryaecom ramki environment resourc manag erm senes/arcadis. wast manag relat compani govt. agenciescivil engin
"Remote,Sensing,Essentials",remot sens essentialsth propos cours provid basic understand satellit base remot sens digit imag process technologies. present remot sens dataset avail variou earth orbit satellit use extens variou domain includ civil engin water resourc earth scienc transport engin navig etc. googl earth ha made access high spatial resolut remot sens data avail non-expert great ease. knowledg digit imag process satellit data allow process raw satellit imag variou applications.remot sens / geoinformat compani e.g niit esri india leica geoinformat mapmyindia etcongc oil gsi otherscivil engin
"Retrofitting,and,Rehabilitation,of,Civil,Infrastructure",retrofit rehabilit civil infrastructureth major object thi cours give in-depth understand variou method repair retrofit rehabilit techniqu masonri concret structures. caus type deterior evalu exist condit infrastructur materi repair retrofit mainten strengthen techniqu cover detail thi course. seismic retrofit design retrofit structur compon use recent techniqu materi includ course. cours cover challeng issu effici retrofit rehabilit order extend durabl exist structur sustain manner.nilal civil engin design consult firm construct compani materi manufactur relat concret technolog recogn thi cours practic applicationsintend audienc â m.e/m.tech/phd student civil architectur construct engin background equival special be/b.tech student similar background take thi cours electivecivil engin
"Rock,Engineering",rock engineeringthi cours basic cours area rock mechanics. thi provid knowledg overal behavior rock rock masses. thi cours enabl student acquir basic analysi design tunnel cavern slope foundat rocks.soil mechanics-1 soil mechanics-2cont foundcivil engin
"Soil,Dynamics",soil dynamicsth cours design ug student interest advanc level geotechn engin pg student research scholar geotechn engin relev special civil engineering. practic engin field civil geotechn engin may also benefit thi course. object cours understand fundament vibrat respons soil foundat dynam load design criterion foundat subject machin vibrat earthquak loading. thi purpos theori vibrat respons singl multipl degre freedom undamp undamp system free forc vibrat dynam properti soil say dynam shear modulu elast modulu damp ratio etc. liquefact potenti design machin foundat discussed.geotechn engineering-i/soil mechan geotechn engin -ii/found engin ug levelal industri relat civil engineeringcivil engin
"Soil,Structure,Interaction",soil structur interactionth cours focu differ soil-structur interact model shallow foundat variou load condit subgrad characteristics. pile uplift later load condit also discussed. undergradu core cours foundat engin topic either cover discuss simplifi form. beam plate elast foundat problem & differ foundat model solut help finit differ method fdm discussed. applic foundat model real life problem also discussed. thi cours use ug pg student. cours also suitabl student prepar competit examination. field engin benefit thi cours design foundat critic condit consid soi-structur interact gener cover ug core foundat engin cours discuss here.soil mechan foundat engineeringmost civil engin companiescivil engin
"Structural,Vibration",structur vibrationth cours introduc basic concept dynam equilibrium degre freedom equat motion beginning. learner introduc free vibrat sdof system viscou coulomb damp follow forc vibrat sdof system. half-pow bandwidth techniqu energi dissip due damp equival / rate-independ damp introduced. follow differ method numer respons evalu respons spectrum prepar elast design spectrum exampl solv use matlab. mdof system introduc eigen solut base decoupl modal superposit time histori analysi respons spectrum analysi multistori build explain exampl matlab. free forc vibrat continu system also covered. last dynam analysi build use finit element softwar demonstrated.nilcont foundcivil engin
"Traffic,Engineering",traffic engineeringtraff congest ha becom seriou urban illness modern era urban especi emerg countri india. thi result increas travel time rise traffic accid rise fuel deplet excess exhaust emiss etc. retard growth ani citi sustain development. thi nptel cours help capac build amongst master student polici maker practition etc. understand traffic engineer role relev dimens develop strategi program project accordingly. cours consist follow nine modul module-a traffic compon characteristics; module-b traffic stream paramet relationships; module-c shockwav queuing; module-d capac los; module- traffic control intersections; module-f car follow model traffic simulation; module-g traffic control management; module-h park manag / traffic safety; module-i traffic safety.ani b.e/btech civil engineering/ transport engineering/ construct engin equival u.g level.thi core cours iit nit univers offer m.e. / m.tech transport engin therefor recogn companies/industri relev areas.intend audienceâ m.e. / mtech. student transportationâ â engin equival specializationcivil engin
"Unsaturated,Soil,Mechanics",unsatur soil mechanicsth knowledg soil behavior veri import geotechn engin practice. soil behavior satur state wide taught undergradu graduat program over. exist air-phas natur soil prompt soil behav differ satur soils. present cours would provid fundament principl mechan behavior partli satur soils.knowledg basic soil mechanicswww.maccaferri.comcivil engin
"Urban,Transportation,Systems,Planning",urban transport system planningurban transport import issu develop countri india. transport impact variou aspect mobil health resid econom energi aspect urban area. thi cours cover challeng need effect effici plan urban transport address grow travel demand sustain afford way. thi nptel cours help capac build amongst master student polici maker practition etc. urban transport plan decis make understand urban transport relev dimens develop urban transport plan program projects.nilcont foundcivil engin
"Vibration,of,Continuous,Systems",vibrat continu systemsal structur mechan system fact continu physic paramet extern forc respons distribut space. dynam behavior structur machin compon onli truli reflect continu systems. slender structur necessit adopt continu modelling. exact solut obtain continu model provid true physic behavior addit yield variou bench mark result test efficaci mani numer method use discret approaches. keep thi mind present cours ha frame teach student formul solut vibrat problem continu system exact method well numer techniqu applic matlab tool box. cours design 12 modul modul consist 3 4 lectur hours.nilaeronaut research & develop board delhi; indian space research org. civil engin
"Water,Supply,Engineering",water suppli engineeringwat suppli scheme basic necess everi town/city. grow concern manag urban water demand along resourc sustain concept effici smart urban water suppli system progress get pertinent. incorpor sustain design oper principl base innov water technolog cost-effect treatment solut autom supervisori control leakag detect control etc. water suppli system improv water suppli sustain perspectives. thi cours aim discuss technic aspect modern system drink water treatment distribut integr way. cours cover topic tradit aspect demand calcul sourc select up-to-d treatment method network design tool etc. cours also provid insight smart water suppli system includ autom leakag detection. financi sustain water suppli system sustain water price model also covered.nilmunicip corpor jal board variou citi public health engin depart compani work water manag sector tce l&t jusco ch2mhill veolia water phonix wabag vultur innov wipro infra etc.civil engin
"Analysis,and,Design,of,Bituminous,Pavements",analysi design bitumin pavementsmor 90% highway system india construct bitumin materials. thi cours introduc fundament stress analysi procedur bitumin pavements. analysi traffic materi character design distress aspect reliabl relat bitumin pavement design discuss thereafter. student thi cours also get hands-on train use irc37 understand boundari within design guidelin usedthi self-contain cours student practition alik henc prerequisit required. undergradu degre civil engin familiar construct bitumin pavement helpful.engin staff work state central highway depart pwd ministri road transport highway nation highway author india.civil engin
"Introduction,to,Lean,Construction,Module,1,-,Lean,Basics",introduct lean construct modul 1 - lean basicslean construct manag radic shift tradit construct management. adapt lean manufactur principl construct realm. lean approach seek improv project deliveri minim wast maxim valu customer. thi cours ha design impart key concept tool practic civil engin senior level under-gradu post-gradu student faculti well practic engin architect managers/ consultants.nilinstitut lean construct excel ilc - www.ilce.incivil engin
"Modern,Construction,Materials",modern construct materialsth aim cours provid scientif basi understand develop construct materials. serv foundat cours post-gradu student interest career involv research teach and/or construct engin well market decis make innov specif relat construct materials. also capston cours undergradu finish studi civil engin architecture. nilcompani construct sector.civil engin
"Concrete,Technology",concret technologyth cours concret technology focus concret make materi includ supplementari cementiti materials. concret product process also form part discussion. go cours one would develop first-hand knowledg concret product process properti use concret modern materi construction. cours enabl one make appropri decis regard ingredi select use concrete.nill&t ecc ultra tech cement jk cement acc star cement cement companies. cpwd pwds.civil engin
"Energy,Efficiency,Acoustics,and,Daylighting,in,Building",energi effici acoust daylight buildingth object thi cours expos student concept function design build thermal aspect energi efficiency; especi tropic climat i.e. indian context. object make student capabl perform fenestr design natur ventil daylight & design space externaland intern nois control.nilal industri involv build design construction. l&t teri etc. cpwd pwds. dr. fixit institutecivil engin
"Remote,Sensing,and,GIS,for,rural,development",remot sens gi rural developmentindia agrarian nation ha vast major popul live rural areas. develop rural area difficult task due complex heterogen rural landscap social econom ecolog condit observ data limit due cost logist factors. geospati technolog includ remot sens gi rs & gi tremend potenti develop rural area due abil handl larg amount data conduct spatial analysi larg area decision-mak comprehens time manner.nilal govern agencies/depart relat rural develop water resourc agricultur soil conserv disast management. csr initi psu privat sector.earth scienc
"Natural,Hazards",natur hazardsth cours introduc student natur disast phenomenon ground deform land-level chang event recurr interv associ environment deposit chang sediment pattern relat hazards. well-known natur disast earthquak landslid flood tsunami volcan erupt storm cyclon etc. caus differ type natur hazard associ environ landscape. thi cours emphas mechan origin impact associ region mainland hilli terrain floodplain/alluvi plain coastal region etc. also focu approach mitig minim hazard along relat hazard assessment. nilnilearth scienc
"Laboratory,Practices,in,Earth,Sciences,Landscape,Mapping",laboratori practic earth scienc landscap mappinglaboratori practic earth scienc landscap map thorough practic cours explor remot sens fieldwork laboratori studi better understand surfac subsurfac geolog geomorpholog structures. fundament principl techniqu methodolog use investig analyz map landscap across world cover thi course. comprehens educ experi incorpor theoret idea real-world applic ethic problems. thi cours offer strong basi career choic irrespect whether want pursu career earth scienc want learn landform map techniques.nilani compani involv infrastructur developmentcivil engin
"Industrial,Wastewater,Treatment",industri wastewat treatmentindustri wastewat treatment veri uniqu cours deal advanc process treatment industri wastewater. process cover dure convent wastewat treatment courses. cours encompass process like remov heavi metal adsorpt ion exchang membran process advanc oxid processes. cours cover detail descript wastewat treatment industri like distilleri dairi tanneri pulp paper textil dye fertil refineri pharmaceut iron & steel coke oven mine wastewat includ acid mine drainag coal washeries.nilrel industri like distilleri dairi tanneri pulp paper textil dye fertil refineri pharmaceut iron & steel coke oven mine wastewat includ acid mine drainag coal washeries.civil engin
"Advanced,Topics,in,Science,and,Technology,of,Concrete",advanc topic scienc technolog concretethi edit advanc topic cours focus use recycl concret aggreg new concret construction. cours materi wa develop part sparc collabor project iit madra univers cape town univers witwatersrand south africa. lectur thi cours give full background collect process properti recycl concret aggregates. impact use term concret perform effect long term durabl also explored. final understand sustain impact polici practic india south africa also provided.nilal concret supplier construct contractorscivil engin
"Electrochemical,Technology,in,Pollution,Control",electrochem technolog pollut controlelectroanalyt techniqu assum great import pollut monitor chemic speci last 20 years. electrochem sensor includ ion select electrod employ detect pollut level public spaces. also find extens applic medic diagnosi industri process monitor commun industri etc. fuel cell batteri technolog energi sourc future. industri wast gener electrochem process one hazard wast need effect managed. cours aim introduc fundament principl electrochemistri routin non-routin analysi electrochem process use industri batteri fuel cell technolog recent advanc hazard electrochem wast manag includ concept zero liquid discharge.10 +2 + 3 year / bscbasic knowledg differenti calculu integrationchem industri pollut controlchem engin
"Advanced,Thermodynamics,and,Molecular,Simulations",advanc thermodynam molecular simulationsthi cours aim impart knowledg advanc thermodynam concept molecular simul methods. unlik standard undergradu chemic engin thermodynam follow rather physics-bas treatment thermodynam base statist mechan concept molecular theories. thermodynam part cover first half cours would use discuss molecular simul cover second half coursebas ug cours thermodynam statist mechanicscont foundchem engin
"Applied,Time-Series,Analysis","appli time-seri analysisth cours introduc concept method time-seri analysis. specif topic includ stationar ergod ii auto- cross- partial-correl function iii linear random process - definit iv auto-regress move averag arima season arima model v spectral fourier analysi period detect vi paramet estim concept methods. practic implement r illustr stage course.bas probabl statistics; view mooc video ""intro statist hypothesi testing""cont foundchem engin"
"Aspen,Plus®,Simulation,Software,-,A,Basic,Course,For,Beginners",aspen plus® simul softwar - basic cours beginnersaspen plu process model tool use process monitor optim conceptu design especi chemic process industries. thi simpl cours aspen plu simul engin teach one model common unit oper chemic plant. basic unit oper pump reactor valv heater distil column etc. demonstr would help student teacher engin research area r&d plant design/operation. cours didact lot appli theori case studies. end cours one abl setup simul run get design paramet optim get results. thi highli recommend take career simulation/model via software. peopl chemic engin background pass follow cours mass transfer heat transfer chemic reaction engin fluid mechan chemic engin thermodynam mechan operations.al chemic process industri relianc petrochem shell iocl etc.chem engin
"Biological,process,design,for,wastewater,treatment",biolog process design wastewat treatmentthi cours engin scientist work toward control pollut municip industri wastewater. consid expect industri wastewat pollut control premis compli newer stringent law act enforc india global wastewat treatment effluent gener industri ha becom highli challenging. thi cours introduc principl biolog method control wastewat pollution. cours present logic manner sever numer problem case studies. topic cover includ limit biolog treatment fundament wastewat character bacteri growth kinet reactor hydraul aerat sedimentation. aerob anaerob suspend attach growth biolog treatment process sludg manag sustain wastewat treatment plant design.no prerequisitecont foundchem engin
"Biomass,Conversion,And,Biorefinery",biomass convers biorefinerysinc last two decad research worldwid drawn attent biomass base fuel well valu ad product biomass onli renew also co2 neutral. thi cours provid insight basic biomass variou convers technolog differ type product obtain upon success conversion. first lectur type biomass structur composit ha discuss follow detail variou pre-treat technolog current adapt produc cellulose. later convers technolog basic along reactor design physic chemic thermal microbi convers techniqu ha cover detail. next part cours deal variou product biofuel platform chemic polym etc. final integr biorefineri concept type biorefineri along lca tea ha added. cours enabl student develop necessari skill design appropri biomass base fraction techniqu per need.no prerequisitecont foundchem engin
"Chemical,Engineering,Fluid,Dynamics,and,Heat,Transfer",chemic engin fluid dynam heat transferthi introductori fluid dynam heat transfer cours play signific role chemic engin well biolog petroleum environment engin curriculum. cover import aspect fluid flow heat transfer along common variou chemic engin processes. content thi cours broadli classifi two topic 1 fluid dynam 2 heat transfer. object thi cours learn fundament principl fluid dynam heat transfer well combin appli consolid understand solv associ chemic engin problems.cours calculu mass energi balanceschem petrochem process industri basf tata chemic relianc industri iffco dr. reddyâ haldia petrochem etc.chem engin
"Chemical,Process,Utilities",chemic process utilitiesimport process util typic chemic process plant enormous. without fundament knowledg process util veri difficult surviv chemic plant. chemic process technolog becom complex chemic engin need detail fundament understand differ utilities. cours focus understand import technic fundament chemic process utilities. emphasi fundament help student understand concept appli accordingly. thi applic requir signific quantiti fundament knowledg technolog chemic engin thermodynam chemic technolog heat transfer use process industri refineri fertil plant petrochem plant special manag decis makerschem engin
"Computational,Fluid,Dynamics",comput fluid dynamicscfd comput fluid dynam branch continuum mechan deal numer simul fluid flow heat transfer problems. exact analyt solut variou integr differenti integro-differenti equat obtain mathemat model ani continuum problem limit onli simpl geometries. thu situat practic interest analyt solut cannot obtain numer approach applied. field mechan approach obtain approxim numer solut help digit comput known comput mechan wherea term comput fluid dynam thermo-fluid problems. cfd thu deal obtain approxim numer solut govern equat base fundament conserv law mass momentum energy.no prerequisiteoil compani iocl shell bpcl automobil aviat compani ge airbu tata motor r&d sector differentâ companieschem engin
"Computer,Aided,Applied,Single,Objective,Optimization",comput aid appli singl object optimizationoptim problem frequent encount almost disciplin scienc engineering. thi cours familiar audienc mathemat comput intellig algorithm solv combinatori optim problems. cours design enabl particip quickli use state-of-the-art tool solv optim problems. uniqu featur thi cours discuss realist case studi thoroughli understand variou aspect optimization.bas mathematicsallchem engin
"Environmental,Quality,Monitoring,&,Analysis",environment qualiti monitor & analysisth cours direct measur model assess paramet environment qualiti purpos environment risk assessment. cours introduc reader concept environment fate transport method appli environment risk assessment. cours also discuss monitor method context environment fate transport.bas mathematics; physics; chemistry; environment engineering; chemic engineering.environment consultingchem engin
"Membrane,Technology",membran technologythi cours provid insight membran base separ integr part down-stream process variou industries. cours begin introduc develop membran discuss basic follow detail discuss membran materi properties. thi cours deal variou method membran prepar characterization. separ transport mechan take place use membran ha cover extensively. principl variou membran process revers osmosi microfiltr ultrafiltr dialysi liquid membran pervapor etc. ha cover along applic differ industries. cours enabl student develop necessari skill design appropri membran base separ techniqu per need.no prerequisiteal industri requir downstream process use membran refineri pharmaceut industri food beveragechem engin
"Multiphase,Flows",multiphas flowsmultiphas flow reactor critic import mani industri like chemic petroleum petrochem food pharmaceut etc. perform reactor larg depend interact differ phase involved. thi cours basic multiphas flow along differ flow regim map pressur drop volum fraction calcul covered. interact differ phase differ scale discussed. model method use multiphas flow reactor covered. final differ type multiphas flow reactor introduc function advantag disadvantag challeng along futur direct research discussed.no prerequisiteiocl bpcl oil hpcl ongcchem engin
"Multiphase,Microfluidics",multiphas microfluidicswith advanc manufactur technolog past decad trend toward miniatur ha acceler sever industries. chemic process industri viabil compact heat exchang microreactor process intensif explor becaus small diffus length high interfaci area densiti rel safe operation. equip involv multiphas flow design requir fundament understand heat mass momentum transport multiphas flow microchannels. thi cours aim introduc student fundament principl well recent develop area multiphas flow small scale.a basic cours fluid mechanicsthermax gener electr syrri blacktrace/dolomitechem engin
"Physical,And,Electrochemical,Characterizations,In,Chemical,Engineering",physic electrochem character chemic engineeringinform variou properti materi key unlock analyz suitabl variou futurist applications. cours physic electrochem character chemic engin aim address aspect fundament practic field chemic engin alli disciplines. studi span dure cours includ fundament principl variou instrument techniqu includ spectroscopi surfac electrochem character mechan stability. upon success complet cours student expect convers variou character techniqu includ character bio/nanostructur nano/bio/smart materials. expect becom compet carri analysi structur thermal chemic mechan properti materials. elementari chemistrymost industri doe util tool character materi whether electron chemic pharmaceut industri character confirm final product specif standards. henc knowledg help outgo undergradu postgradu better employ opportunities.intend audienc â undergradu postgradu differ disciplin relat chemic engin mechan engin metallurg engin chemistri physicschem engin
"Physico-chemical,processes,for,wastewater,treatment",physico-chem process wastewat treatmentthi cours essenti engin consid expect industri wastewat pollut control premis compli newer stringent law act enforc india globally. thi cours introduc principl physicochem method control wastewat pollution. cours present logic manner sever numer problem case studi student may adequ understand subject appli knowledg graduat industri higher studies. topic cover includ limit physic treatment pre-treat solid remov set sediment aerat filtrat centrifug coagul flocculation; adsorpt ion-exchange; membran processes; advanc oxid processes.no prerequisitenil.intend audienceâ undergradu postgradu ph.d. student environment engin chemic engin civil engineering.chem engin
"Polymer,Reaction,Engineering",polym reaction engineeringth cours provid complet overview current futur aspect polym engineering. finish polym product properti usual determin dure product process henc veri essenti understand fundament chemistri behind polymer process. variou term reaction initi propag termin reaction kinet thermal kinet molecular weight physic featur microstructur morpholog tensil fractur strength etc. discuss thi course. gener polymer concept principl kinet methodolog discuss variou examples. cours help polym chemic engin student industri advanc concept relat polym reaction engineering.no prerequisitecont foundchem engin
"Thermodynamics,Of,Fluid,Phase,Equilibria",thermodynam fluid phase equilibriath goal thi cours introduc molecular thermodynam practic tool engin applications. particular cours would present first year graduat student senior undergradu student broad introduct thermodynam phase equilibria typic encount design chemic product processes. cours suitabl student complet cours undergradu thermodynamics. would use student ha also done first undergradu cours chemic engin thermodynamics. introduct cours thermodynamicsal engin base industrychem engin
"Waste,to,Energy,Conversion",wast energi conversionth cours deal product energi differ type wast thermal biolog chemic routes. intend help young scientif profession keep knowledg upgrad current thought newer technolog option along advanc field util differ type wast energi production. elect cours pg ug hon.nilchem engin
"Advanced,Thermodynamics",advanc thermodynamicsin ani chemic process often one encount interact phase transfer speci take place one phase other. exist sever situat vapor-liquid liquid-liquid vapor-liquid-liquid solid-liquid equilibria chemic engin processes. often situat dealt assumpt ideal behavior binari system realiti non-id multicompon mixtur exist accordingli one ha deal situations. thi cours offer step-by-step understand requir thermodynam properti handl equilibrium case explor possibl way solv problem associ non-id vle lle vlle sle multicompon mixtures.ug level thermodynam courseoil ga industri chemic industri polym industri biochem industrieschem engin
"Modeling,Stochastic,phenomena,for,Engineering,applications,Part-1",model stochast phenomena engin applic part-1mechan deal determinist law describ phenomena. howev real world replet exampl involv randomness. brownian motion chemic reaction pandem propag eco-dynam materi aggreg nucleat weather climat market fluctuat exampl random play key role. classic probabl theori deal characteris random event i.e. describ outcom distribut etc doe deal dynam evolut probabilities. contrast stochast process deal tempor evolut outcom random events. lectur learn choos variabl formul problem underli assumpt made best one extract use inform evolv probabilist systems. explor aspect engin rather formal theoret perspect limit ourselv physic systems. probabl theori integr transform differenti equat mathemat methodsresearch organ barc igcarchem engin
"Applied,Statistical,Thermodynamics",appli statist thermodynamicswith current emphasi nano- biotechnolog descript molecular level use creat effect predict chemic engin physic chemistry. classic thermodynam use relat heat work describ variou process includ phase behaviour chemic reaction equilibria flow chang state hardli acknowledg exist molecules. thi inform also obtain statist thermodynam begin descript individu molecules. molecular-level descript statist thermodynam help us gain use insights. thi cours onli equilibrium properti dynam kinet properti kinet theori gase liquid examined; thu term statist thermodynam use rather comprehens statist mechanics.thermodynam undergradu levelthi shall use industri personnel use comput simul techniqu analyz trajectori compounds. thi true pharmaceut biotech compani frequent use techniqu basic lie statist thermodynam concepts.chem engin
"Characterization,of,Polymers,Elastomers,and,Composites",character polym elastom compositesintroductori modul encompass fundament molecular mesoscal organ polym composites. cours embodi chemic analysi identif polym addit elastom composit per indian intern standards. spectroscop techniqu includ ir uv nmr theori principl applic polym elastom blend composit addit deliberated. thermal analysi techniqu includ tga dsc dma deta elabor light life predict degrad kinet thermal paramet well revers engineering. applic x-ray diffract techniqu wax sax covered. surfac character e.g. xp sim mass spectroscopi covered. detail applic microscopi includ optic sem tem afm elabor along case studies.for student high school knowledg chemistri physic mathemat required. r&d person ug pg degre ani mention subject mention earliertata steel r&d relianc tata chemic irmra ceat tyre jk tyre apollo tyre tata jamshedpur asian paint pidilit industri michelin tyre alp oversea bkt ralson himadri chemic philip carbon birla carbon madhu silica evonik moment saint gobain alli defens laboratori govt. indiachem engin
"Matlab,Programming,for,Numerical,Computation",matlab program numer computationmatlab popular languag numer computation. thi cours introduc student matlab program demonstr it use scientif computations. basi comput techniqu expound variou code exampl problem practic way use matlab discussed.th student thi cours expect know basic linear algebra calculus. cover introductori math cours engin typic done first year.thi intend practic laboratori course. prior background program use though required. likewis student either complet current numer methods / comput techniques find easier follow thi course. nillchem engin
"Photonic,integrated,circuit",photon integr circuitthi graduate-level cours interest lightwave/photon circuits. cours introduc essenti concept requir understand oper variou integr photon compon draw parallel bulk components. thi cours cover theori design fabric applic aspect photon materi devices. addit lectur select demonstr devic fabric characteris presented.introduct photonicscont foundelectr electron engin
"Electronics,Enclosures,Thermal,issues",electron enclosur thermal issueselectron design understood analysi implement variou level larg system instal chip design. one aspect failur due temperatur effect constantli study. theori heat transfer ha understood explain way back 1700. rigor precis ha result seemingli complic equations.12th standardelectron mechan involv enclosur designelectr electron engin
"Electronics,equipment,integration,and,Prototype,building",electron equip integr prototyp buildingthi cours teach registr make work prototyp electron equipment.typ cours project component. beyond demonstr function breadboard level convert viabl physic model cover lab ug level.attempt made layout system final make draw use fabric workshop. compon select layout assembl demonstrated. final make work physic prototype.bas electronics. basic engin drawingindustri suggest suitabl traineeselectr electron engin
"Fundamental,of,Power,Electronics",fundament power electronicsth cours introduc basic power electron devic converters. work principl oper mode analysi ac-dc dc-dc convert cover detail. flavour dc-ac invert introduc end course. thi cours use spice simul mean understand gain insight circuits. control power electron convert explained. electr electron circuit network theori basic semiconductor physics.al industri directli indirectli use power electron technolog may find cours relevant.electr electron engin
"Integrated,Circuits,Mosfets,OP-Amps,and,their,Applications",integr circuit mosfet op-amp applicationsthi cours design-ori cours aim understand fabric paramet specif integr circuit mosfet op-amp well applic analog domain.b.tech./b.e./m.sc. m.tech./m.e.nilelectr electron engin
"A,brief,introduction,of,Micro,-,Sensors",brief introduct micro - sensorsmain object thi cours introduc student micro- nano-scal devices. success complet thi short cours student idea mem nem devic applications. know design analyz character micro nano system. also idea mem fabrication.bas physic electron mechanicscont foundelectr electron engin
"Advanced,topics,in,Wireless,Communication,Hindi",advanc topic wireless commun hindithi cours provid advanc level understand wireless commun system. start overview wireless system standard student studi fundament capac limit wireless channel along transmiss strategi maxim theoret capac cours also cover fundament code techniqu block convolut trelli code wireless channel also touch upon recent develop concaten turbo ldpc codes. student also learn benefit appli adapt modul code strategi wireless channel enabl robust spectral effici communication. thi cours also introduc student mimo commun space time block code follow multius system networks. final cours share insight possibl technolog next gener wireless commun systems.mandatori 1. principl signal system 2. principl commun system 3. fundament wireless commun desir 4.matlab codingin gener ani company/ industri work wireless commun cellular/ wi-fi technolog recogn thi course. exampl include1. cellular oper jio/airtel/ bsnl/aircel/vi2. cdot3. cisco/ ericsson/ nokia / arista network 4. qualcomm / samsungelectr electron engin
